SPs,Parent SP,Zone,Province Name,District Name,Facility Name (DHIS2),AIMS Site,FacilityID,Facility Type,Latitude,Longitude,Donor,Building,Concreate,Electricity Source,Safe Clean Water,Water Source,Gender Toilets,Waste Disposal System,hmis/dq/consultations/rep_consultations,hmis/dq/consultations/reg_consultations,hmis/dq/tb/rep_tb_sputum,hmis/dq/tb/reg_tb_sputum,hmis/dq/anc/rep_anc,hmis/dq/anc/reg_anc,hmis/dq/pcn/rep_pnc,hmis/dq/pcn/reg_pnc,hmis/dq/id/rep_instit_deliveries,hmis/dq/id/reg_instit_deliveries,hmis/dq/fp/rep_fp,hmis/dq/fp/reg_fp,hmis/dq/caesarean/rep_caesarean,hmis/dq/caesarean/reg_caesarean,hmis/dq/ms/rep_major_surgeries,hmis/dq/ms/reg_major_surgeries,hmis/dq/gmp_iycf/rep_gmp_iycf,hmis/dq/gmp_iycf/reg_gmp_iycf,hmis/dq/penta/rep_penta,hmis/dq/penta/reg_penta,hmis/dq/measles/rep_measles,hmis/dq/measles/reg_measles,hmis/dq/td2/rep_td2,hmis/dq/td2/reg_td2,hmis/newborn_deaths/rep_newborn_deaths,hmis/newborn_deaths/reg_newborn_deaths,hmis/newborn_deaths/reg_newborn_asphyxia,hmis/newborn_deaths/reg_newborn_preterm,hmis/newborn_deaths/reg_newborn_sepsis,hmis/newborn_deaths/reg_newborn_other,hmis/still_births/rep_still_births,hmis/still_births/reg_still_births,hmis/still_births/rep_still_births_fresh,hmis/still_births/reg_still_births_fresh,hmis/still_births/rep_still_births_macerated,hmis/still_births/reg_still_births_macerated
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Toto Clinic (0318),HF0318 - Toto Clinic,318,BHC,34.26948535,69.95061462,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,684,662,0,0,193,193,78,73,3,3,34,34,,,,,316,323,66,66,64,64,206,206,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Toto Clinic (0318),HF0318 - Toto Clinic,318,BHC,34.26948535,69.95061462,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,Yes,709,709,0,0,221,221,109,109,4,4,23,23,,,,,333,333,52,53,49,51,132,130,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Toto Clinic (0318),HF0318 - Toto Clinic,318,BHC,34.26948535,69.95061462,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,346,346,0,0,155,156,80,80,3,3,15,13,,,,,365,365,53,53,57,57,147,147,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Shandi Tut Clinic (2087),HF2087 - Shandi Tut Clinic,2087,BHC,34.2082893,70.02897218,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,453,430,0,0,146,144,60,60,4,1,24,24,,,,,234,234,45,45,47,47,76,75,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Shandi Tut Clinic (2087),HF2087 - Shandi Tut Clinic,2087,BHC,34.2082893,70.02897218,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,537,537,0,0,46,46,18,18,1,1,11,11,,,,,147,147,41,41,37,37,65,65,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Shandi Tut Clinic (2087),HF2087 - Shandi Tut Clinic,2087,BHC,34.2082893,70.02897218,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,545,545,0,0,148,148,54,54,2,2,15,15,,,,,179,179,38,38,30,30,67,60,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Kuz Ashpan SHC (2425),HF2425 - Kuz Ashpan SHC,2425,SHC,34.31191227,69.90813257,HER-AF,Private,No,,Unavailable,,,No,321,283,,,75,83,29,29,1,1,3,3,,,,,22,14,23,23,22,22,206,167,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Kuz Ashpan SHC (2425),HF2425 - Kuz Ashpan SHC,2425,SHC,34.31191227,69.90813257,HER-AF,Private,No,,Unavailable,,,No,377,377,,,78,78,36,36,0,0,7,7,,,,,194,97,17,17,19,19,133,130,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Kuz Ashpan SHC (2425),HF2425 - Kuz Ashpan SHC,2425,SHC,34.31191227,69.90813257,HER-AF,Private,No,Solar,Unavailable,,,No,243,223,,,134,134,33,33,1,1,7,7,,,,,93,95,20,20,22,22,169,132,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Petlaw SHC (3057),HF3057 - Petlaw SHC,3057,SHC,34.27558406,69.89186348,HER-AF,MoPH,Yes,,Complete,Well,Staff_Clients,No,390,402,,,60,60,27,27,2,2,3,3,,,,,207,207,9,9,5,5,27,29,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Petlaw SHC (3057),HF3057 - Petlaw SHC,3057,SHC,34.27558406,69.89186348,HER-AF,MoPH,Yes,,Complete,Well,,Yes,475,475,,,61,61,18,18,3,3,4,4,,,,,177,177,9,9,10,10,26,26,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Petlaw SHC (3057),HF3057 - Petlaw SHC,3057,SHC,34.27558406,69.89186348,HER-AF,MoPH,Yes,,Complete,Well,Staff_Clients,No,430,430,,,70,63,30,30,3,3,6,6,,,,,219,219,9,9,7,7,22,22,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Gandomak SC (3783),HF3783 - Gandomak SC,3783,SHC,34.29032263,70.02477628,HER-AF,Private,No,Solar Generator,Unavailable,,Staff,No,281,269,,,96,96,25,25,0,0,5,5,,,,,45,43,12,12,6,6,42,38,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Gandomak SC (3783),HF3783 - Gandomak SC,3783,SHC,34.29032263,70.02477628,HER-AF,Private,No,,Unavailable,,,No,672,651,,,91,91,18,20,2,2,3,3,,,,,101,101,8,8,10,10,20,20,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Shirzad,Gandomak SC (3783),HF3783 - Gandomak SC,3783,SHC,34.29032263,70.02477628,HER-AF,Private,No,Solar Generator,Unavailable,,,No,496,492,,,43,43,12,12,0,0,2,2,,,,,50,42,10,7,14,14,90,80,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bala Bagh Clinic (0309),HF0309 - Bala Bagh Clinic,309,BHC,34.39502306,70.22169248,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,685,695,0,0,142,142,35,35,1,1,9,9,,,,,121,121,70,68,56,56,221,221,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bala Bagh Clinic (0309),HF0309 - Bala Bagh Clinic,309,BHC,34.39502306,70.22169248,HER-AF,MoPH,Yes,Solar,Partially,Well,,Yes,831,831,1,1,142,142,35,35,1,1,3,3,,,,,129,129,46,46,51,51,55,55,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bala Bagh Clinic (0309),HF0309 - Bala Bagh Clinic,309,BHC,34.39502306,70.22169248,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,673,673,1,1,131,131,34,34,0,0,2,2,,,,,155,155,44,44,45,45,122,122,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Amarkheil Clinic (0310),HF0310 - Amarkheil Clinic,310,BHC,34.45609458,70.36746573,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Well,Staff_Clients,No,724,724,0,0,139,139,62,62,5,5,8,8,,,,,416,416,90,90,92,92,199,199,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Amarkheil Clinic (0310),HF0310 - Amarkheil Clinic,310,BHC,34.45609458,70.36746573,HER-AF,MoPH,Yes,Solar Cable,Partially,Well,Staff_Clients,No,937,937,1,1,126,126,50,58,5,5,8,8,,,,,362,362,80,80,57,57,187,187,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Amarkheil Clinic (0310),HF0310 - Amarkheil Clinic,310,BHC,34.45609458,70.36746573,HER-AF,MoPH,Yes,Solar Cable,Partially,Well,Staff_Clients,Yes,600,600,0,0,140,140,46,46,6,6,9,9,,,,,392,392,88,88,84,84,173,173,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Shamshapor Clinic (0313),HF0313 - Shamshapor Clinic,313,BHC,34.41999428,70.28850782,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,Yes,720,720,1,1,211,211,125,125,0,0,11,11,,,,,255,255,103,103,91,91,351,351,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Shamshapor Clinic (0313),HF0313 - Shamshapor Clinic,313,BHC,34.41999428,70.28850782,HER-AF,MoPH,No,Solar Generator,Complete,Well,Staff_Clients,Yes,830,830,1,1,188,188,111,111,1,1,6,6,,,,,234,233,95,95,94,94,357,357,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Shamshapor Clinic (0313),HF0313 - Shamshapor Clinic,313,BHC,34.41999428,70.28850782,HER-AF,MoPH,No,Solar,Partially,Well,Staff,Yes,700,700,1,1,200,200,108,108,0,0,9,9,,,,,245,245,86,86,78,78,294,294,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HF1181 - Sultan Poor CHC+,1181,CHC+,34.41622348,70.32170129,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Well,Staff_Clients,No,3300,3300,0,0,777,777,595,595,158,158,80,80,2,2,20,20,900,900,243,243,265,244,1281,1281,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HF1181 - Sultan Poor CHC+,1181,CHC+,34.41622348,70.32170129,HER-AF,MoPH,Yes,Cable,Partially,Well,Staff_Clients,Yes,3436,3436,1,1,571,571,496,496,171,171,53,53,2,2,17,17,854,854,260,260,244,244,1150,1150,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sultan Poor CHC+ (1181),HF1181 - Sultan Poor CHC+,1181,CHC+,34.41622348,70.32170129,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,2968,2968,1,1,605,605,488,488,138,138,60,60,4,4,19,19,825,825,197,197,142,142,778,778,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bakhtan Clinic (1183),HF1183 - Bakhtan Clinic,1183,BHC,34.43172155,70.40238978,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,380,380,0,0,332,332,96,96,4,4,12,12,,,,,0,0,147,147,166,166,859,859,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bakhtan Clinic (1183),HF1183 - Bakhtan Clinic,1183,BHC,34.43172155,70.40238978,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,501,501,0,0,188,188,71,71,1,1,13,13,,,,,354,198,141,141,151,151,690,690,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bakhtan Clinic (1183),HF1183 - Bakhtan Clinic,1183,BHC,34.43172155,70.40238978,HER-AF,MoPH,Yes,Cable,Partially,Well,Staff_Clients,Yes,346,346,0,0,234,234,99,99,5,5,23,23,,,,,170,170,133,133,134,134,472,472,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Bakhtan Clinic (1183),HF1183 - Bakhtan Clinic,1183,BHC,34.43172155,70.40238978,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,301,301,0,0,180,180,76,76,3,3,13,13,,,,,220,221,150,150,147,147,567,567,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Kankarak Clinic (2137),HF2137 - Kankarak Clinic,2137,BHC,34.34471548,70.15249313,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,1149,1016,0,0,132,132,86,87,2,2,7,7,,,,,283,285,34,34,35,35,115,115,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Kankarak Clinic (2137),HF2137 - Kankarak Clinic,2137,BHC,34.34471548,70.15249313,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,Yes,1227,1182,1,1,132,132,61,61,4,4,7,7,,,,,288,288,35,35,35,35,102,102,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Kankarak Clinic (2137),HF2137 - Kankarak Clinic,2137,BHC,34.34471548,70.15249313,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,981,981,0,0,103,103,40,40,4,4,5,5,,,,,296,296,33,33,32,32,103,103,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Charbagh SHC (2782),HF2782 - Charbagh SHC,2782,SHC,34.42298016,70.366713,HER-AF,MoPH,Yes,,Partially,Well,Staff_Clients,No,642,642,,,172,172,34,33,3,3,7,7,,,,,178,178,64,64,60,60,217,217,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Charbagh SHC (2782),HF2782 - Charbagh SHC,2782,SHC,34.42298016,70.366713,HER-AF,MoPH,Yes,,Complete,Well,,No,788,783,,,121,119,49,49,1,1,8,8,,,,,157,159,65,65,76,76,236,236,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Charbagh SHC (2782),HF2782 - Charbagh SHC,2782,SHC,34.42298016,70.366713,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,No,528,528,,,140,140,25,25,1,1,5,5,,,,,190,190,72,72,65,65,198,198,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Charbagh SHC (2782),HF2782 - Charbagh SHC,2782,SHC,34.42298016,70.366713,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,479,479,,,131,131,29,29,1,1,4,4,,,,,152,152,73,73,72,72,173,173,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Koz Sheikh Mesri Clinic (2913),HF2913 - Koz Sheikh Mesri Clinic,2913,BHC,34.40295713,70.40967848,HER-AF,MoPH,No,Solar Generator,Complete,Well,Staff_Clients,No,1060,1060,4,4,163,163,65,65,7,7,6,6,,,,,472,348,167,167,162,162,805,790,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Koz Sheikh Mesri Clinic (2913),HF2913 - Koz Sheikh Mesri Clinic,2913,BHC,34.40295713,70.40967848,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,Yes,1251,1231,5,5,160,160,70,70,9,9,14,14,,,,,344,344,169,169,169,169,797,797,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Koz Sheikh Mesri Clinic (2913),HF2913 - Koz Sheikh Mesri Clinic,2913,BHC,34.40295713,70.40967848,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,897,897,4,4,150,150,73,73,2,2,10,10,,,,,309,309,139,139,145,145,759,759,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic (2914),HF2914 - Sheikh Mesri New Township Clinic,2914,BHC,34.38042763,70.32575565,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,1022,1022,0,0,211,211,128,128,4,4,15,15,,,,,204,204,95,95,93,97,432,432,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic (2914),HF2914 - Sheikh Mesri New Township Clinic,2914,BHC,34.38042763,70.32575565,HER-AF,MoPH,Yes,Generator,Complete,Well,Staff_Clients,Yes,1172,1172,1,1,5,5,0,0,0,0,1,1,,,,,214,214,93,93,88,88,310,310,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic (2914),HF2914 - Sheikh Mesri New Township Clinic,2914,BHC,34.38042763,70.32575565,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,889,889,0,0,169,169,129,129,3,3,8,8,,,,,195,195,97,97,108,108,235,235,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic (2914),HF2914 - Sheikh Mesri New Township Clinic,2914,BHC,34.38042763,70.32575565,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,729,729,1,1,198,198,117,117,4,4,10,10,,,,,166,166,106,106,71,71,329,329,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Hejrat Kaly Clinic (3071),HF3071 - Hejrat Kaly Clinic,3071,BHC,34.46188202,70.35183918,HER-AF,Private,Yes,Solar Generator,Complete,Well,Staff_Clients,No,641,642,0,0,179,179,26,26,3,3,11,11,,,,,223,223,75,75,54,55,323,323,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Hejrat Kaly Clinic (3071),HF3071 - Hejrat Kaly Clinic,3071,BHC,34.46188202,70.35183918,HER-AF,Private,Yes,Solar,Complete,Well,,Yes,695,695,0,0,218,218,46,46,2,2,6,6,,,,,221,221,63,63,51,51,141,141,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Hejrat Kaly Clinic (3071),HF3071 - Hejrat Kaly Clinic,3071,BHC,34.46188202,70.35183918,HER-AF,Private,Yes,Solar,Partially,Well,,Yes,294,294,0,0,143,143,42,42,3,3,5,5,,,,,189,189,53,53,48,48,165,165,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Hejrat Kaly Clinic (3071),HF3071 - Hejrat Kaly Clinic,3071,BHC,34.46188202,70.35183918,HER-AF,Private,Yes,Solar,Partially,Well,Staff,Yes,397,397,0,0,205,206,33,35,4,4,6,6,,,,,188,188,53,53,40,40,245,245,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Fatehabad Clinic (3770),HF3770 - Fatehabad Clinic,3770,BHC,34.3583255,70.22522418,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,811,811,0,0,256,256,61,50,4,4,9,9,,,,,192,192,109,110,120,91,274,283,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Fatehabad Clinic (3770),HF3770 - Fatehabad Clinic,3770,BHC,34.3583255,70.22522418,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,932,932,0,0,228,228,56,56,3,3,16,16,,,,,189,189,97,97,97,97,322,322,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Fatehabad Clinic (3770),HF3770 - Fatehabad Clinic,3770,BHC,34.3583255,70.22522418,HER-AF,MoPH,Yes,Solar,Partially,Well,Staff_Clients,Yes,783,783,0,0,222,222,47,47,3,3,12,12,,,,,161,161,76,76,76,76,123,123,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sia Sang SC (3777),HF3777 - Sia Sang SC,3777,SHC,34.4108379,70.38829607,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,489,489,,,114,114,60,60,2,2,9,9,,,,,200,200,42,42,34,34,164,164,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sia Sang SC (3777),HF3777 - Sia Sang SC,3777,SHC,34.4108379,70.38829607,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,530,530,,,137,137,73,73,4,4,8,8,,,,,195,195,41,41,30,30,160,160,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Sorkh Road,Sia Sang SC (3777),HF3777 - Sia Sang SC,3777,SHC,34.4108379,70.38829607,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,331,331,,,130,130,61,61,3,3,9,9,,,,,205,205,40,40,31,31,126,126,0,0,0,0,,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Hesarak,Jokan-CHC (8629),HF8629 - Jokan-CHC,8629,CHC,0,0,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,450,450,0,0,313,313,122,122,35,35,13,13,0,0,0,0,161,161,57,57,27,27,129,129,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Hesarak,Jokan-CHC (8629),HF8629 - Jokan-CHC,8629,CHC,0,0,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,632,632,0,0,233,233,151,149,50,50,5,5,0,0,0,0,188,188,52,52,27,27,135,135,0,0,0,0,0,0,0,0,0,0,0,0
JACK/AAIWO,JACK,Eastern,Nangarhar,Hesarak,Jokan-CHC (8629),HF8629 - Jokan-CHC,8629,CHC,0,0,HER-AF,MoPH,Yes,Solar Generator,Complete,Well,Staff_Clients,No,540,579,0,0,174,174,104,104,35,35,11,11,0,0,0,0,136,136,31,31,14,14,91,91,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Asl-e-Chakhansor,Chakhansor Clinic (0688),HF0688 - Chakhansor Clinic,688,BHC,31.17368076,62.06488885,NFA1.5,MoPH,Yes,Solar Generator,Partially,Trucking,Staff_Clients,Yes,551,551,1,1,129,129,61,61,14,14,14,14,,,,,253,253,39,39,47,47,108,108,0,0,0,0,0,0,1,1,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Asl-e-Chakhansor,Chakhansor Clinic (0688),HF0688 - Chakhansor Clinic,688,BHC,31.17368076,62.06488885,NFA1.5,MoPH,Yes,Solar Generator,Partially,Trucking,Staff_Clients,Yes,557,557,1,1,124,124,65,65,21,21,12,11,,,,,220,220,39,39,38,38,104,104,0,0,0,0,0,0,1,1,1,1,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Asl-e-Chakhansor,Chakhansor Clinic (0688),HF0688 - Chakhansor Clinic,688,BHC,31.17368076,62.06488885,NFA1.5,MoPH,Yes,Generator Solar,Partially,Trucking Network,Staff_Clients,Yes,406,415,0,0,122,122,62,62,16,16,19,19,,,,,222,222,28,28,28,28,88,88,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Asl-e-Chakhansor,Chakhansor Clinic (0688),HF0688 - Chakhansor Clinic,688,BHC,31.17368076,62.06488885,NFA1.5,MoPH,Yes,Generator Solar,Partially,Trucking,Staff_Clients,Yes,447,447,0,0,126,126,67,67,15,15,13,13,,,,,266,266,38,38,38,38,102,102,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Asl-e-Chakhansor,Chakhansor Clinic (0688),HF0688 - Chakhansor Clinic,688,BHC,31.17368076,62.06488885,NFA1.5,MoPH,Yes,Generator Solar,Partially,Trucking Network,Staff_Clients,Yes,455,455,1,1,123,123,63,63,14,14,16,16,,,,,255,255,38,38,35,35,90,90,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Asl-e-Chakhansor,Chakhansor Clinic (0688),HF0688 - Chakhansor Clinic,688,BHC,31.17368076,62.06488885,NFA1.5,MoPH,Yes,Solar Generator,Complete,Network Trucking,Staff_Clients,Yes,471,471,2,2,126,126,63,63,17,17,24,24,,,,,232,232,38,38,35,35,106,106,0,0,0,0,0,0,1,1,0,0,1,1
RI-MRCA,RI-MRCA,Southern,Nimroz,Chahar Burjak,Chahar Borjak Clinic (0689),HF0689 - Chahar Borjak Clinic,689,CHC,30.27877965,62.05804397,NFA1.5,MoPH,Yes,Solar Generator,Partially,Well Surface,Staff_Clients,Yes,416,416,3,3,56,56,38,38,12,12,16,16,0,0,0,0,97,97,16,16,16,16,65,65,0,0,0,0,0,0,1,1,1,1,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Chahar Burjak,Chahar Borjak Clinic (0689),HF0689 - Chahar Borjak Clinic,689,CHC,30.27877965,62.05804397,NFA1.5,MoPH,Yes,Generator Solar,Partially,Trucking,Staff_Clients,Yes,408,408,1,1,52,52,38,38,13,13,14,14,0,0,0,0,101,101,15,15,17,17,61,61,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Chahar Burjak,Chahar Borjak Clinic (0689),HF0689 - Chahar Borjak Clinic,689,CHC,30.27877965,62.05804397,NFA1.5,MoPH,Yes,Solar Generator,Partially,Trucking Well,Staff_Clients,Yes,387,387,2,2,49,49,39,39,10,10,19,19,0,0,0,0,90,90,15,15,15,15,67,67,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Chahar Burjak,Chahar Borjak Clinic (0689),HF0689 - Chahar Borjak Clinic,689,CHC,30.27877965,62.05804397,NFA1.5,MoPH,Yes,Solar Generator,Partially,Trucking,Staff_Clients,Yes,357,357,1,1,51,51,43,43,14,14,23,23,0,0,0,0,96,96,13,13,15,15,65,65,0,0,0,0,0,0,0,0,0,0,0,0
RI-MRCA,RI-MRCA,Southern,Nimroz,Chahar Burjak,Chahar Borjak Clinic (0689),HF0689 - Chahar Borjak Clinic,689,CHC,30.27877965,62.05804397,NFA1.5,MoPH,Yes,Solar Generator,Partially,Well Trucking,Staff_Clients,Yes,363,363,3,3,54,54,48,48,13,13,14,14,0,0,0,0,93,93,15,15,15,15,64,64,0,0,0,0,0,0,1,1,0,0,1,1
