SPs,Parent SP,Zone,Province Name,District Name,Facility Name (DHIS2),AIMS Site,FacilityID,Facility Type,Latitude,Longitude,Donor,Building,Concreate,Electricity Source,Safe Clean Water,Water Source,Gender Toilets,Waste Disposal System,hmis/dq/consultations/rep_consultations,hmis/dq/consultations/reg_consultations,hmis/dq/tb/rep_tb_sputum,hmis/dq/tb/reg_tb_sputum,hmis/dq/anc/rep_anc,hmis/dq/anc/reg_anc,hmis/dq/pcn/rep_pnc,hmis/dq/pcn/reg_pnc,hmis/dq/id/rep_instit_deliveries,hmis/dq/id/reg_instit_deliveries,hmis/dq/fp/rep_fp,hmis/dq/fp/reg_fp,hmis/dq/caesarean/rep_caesarean,hmis/dq/caesarean/reg_caesarean,hmis/dq/ms/rep_major_surgeries,hmis/dq/ms/reg_major_surgeries,hmis/dq/gmp_iycf/rep_gmp_iycf,hmis/dq/gmp_iycf/reg_gmp_iycf,hmis/dq/penta/rep_penta,hmis/dq/penta/reg_penta,hmis/dq/measles/rep_measles,hmis/dq/measles/reg_measles,hmis/dq/td2/rep_td2,hmis/dq/td2/reg_td2,hmis/newborn_deaths/rep_newborn_deaths,hmis/newborn_deaths/reg_newborn_deaths,hmis/newborn_deaths/reg_newborn_asphyxia,hmis/newborn_deaths/reg_newborn_preterm,hmis/newborn_deaths/reg_newborn_sepsis,hmis/newborn_deaths/reg_newborn_other,hmis/still_births/rep_still_births,hmis/still_births/reg_still_births,hmis/still_births/rep_still_births_fresh,hmis/still_births/reg_still_births_fresh,hmis/still_births/rep_still_births_macerated,hmis/still_births/reg_still_births_macerated
AKF,AKF,Northern,Badakhshan,Arghanjowa,Tagabuk Clinic (1563),HF1563 - Tagabuk Clinic,1563,BHC,37.1684906,70.7840769,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,371,371,0,0,110,110,38,38,8,8,9,9,,,,,149,149,31,31,20,20,61,61,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Arghanjowa,Tagabuk Clinic (1563),HF1563 - Tagabuk Clinic,1563,BHC,37.1684906,70.7840769,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,313,313,0,0,133,133,25,25,11,11,6,6,,,,,260,260,26,26,22,22,45,45,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Arghanjowa,Shiwa Clinic (2064),HF2064 - Shiwa Clinic,2064,BHC,37.309128,70.92845,HER-AF,MoPH,Yes,Solar,Partially,Network,Staff_Clients,Yes,247,247,0,0,147,147,59,59,8,8,25,25,,,,,205,205,27,27,28,28,49,49,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Arghanjowa,Sam Darah SHC (2879),HF2879 - Sam Darah SHC,2879,SHC,37.23852485,70.696152,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,378,378,,,98,98,52,52,5,5,10,10,,,,,138,138,18,18,20,20,49,49,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Arghanjowa,Sam Darah SHC (2879),HF2879 - Sam Darah SHC,2879,SHC,37.23852485,70.696152,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,212,215,,,67,67,31,31,11,11,34,34,,,,,245,245,19,19,16,16,54,54,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Arghanjowa,Dawlat Shahi SHC (2985),HF2985 - Dawlat Shahi SHC,2985,SHC,37.650289,71.038469,HER-AF,Community,No,Solar,Partially,Network,,Yes,147,147,,,0,0,0,0,0,0,0,0,,,,,200,200,14,14,19,19,30,30,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Shatak Clinic (0401),HF0401 - Shatak Clinic,401,CHC,37.09202505,70.34072835,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff_Clients,Yes,746,746,0,0,262,262,106,106,51,51,13,13,0,0,0,0,257,257,72,72,78,78,140,140,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Shatak Clinic (0401),HF0401 - Shatak Clinic,401,CHC,37.09202505,70.34072835,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,425,425,1,1,312,312,188,188,23,23,14,14,0,0,0,0,234,234,63,63,42,42,185,185,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Shatak Clinic (0401),HF0401 - Shatak Clinic,401,CHC,37.09202505,70.34072835,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,766,766,2,2,349,349,117,117,56,56,19,19,0,0,0,0,315,315,127,127,114,114,185,185,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Atin Jelaw Clinic (1857),HF1857 - Atin Jelaw Clinic,1857,BHC,37.08778685,70.34804775,HER-AF,Community,Yes,Cable Solar,Complete,Network,Staff,Yes,379,379,0,0,180,180,100,100,15,15,27,27,,,,,395,395,88,88,90,90,219,219,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Atin Jelaw Clinic (1857),HF1857 - Atin Jelaw Clinic,1857,BHC,37.08778685,70.34804775,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,348,348,0,0,230,230,110,110,17,17,26,26,,,,,360,360,86,86,83,83,234,234,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Qara-e-Qoozi Clinic (1981),HF1981 - Qara-e-Qoozi Clinic,1981,BHC,37.16631063,70.5171344,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff,Yes,608,608,0,0,276,276,69,69,10,10,16,16,,,,,462,462,74,74,77,74,247,247,0,6,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Qara-e-Qoozi Clinic (1981),HF1981 - Qara-e-Qoozi Clinic,1981,BHC,37.16631063,70.5171344,HER-AF,MoPH,Yes,Solar,Complete,Well,,Yes,530,530,0,0,276,276,69,69,10,10,16,16,,,,,462,462,74,74,77,77,247,247,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Qara-e-Qoozi Clinic (1981),HF1981 - Qara-e-Qoozi Clinic,1981,BHC,37.16631063,70.5171344,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff_Clients,Yes,557,557,0,0,222,222,82,82,13,13,18,18,,,,,338,338,82,82,53,53,162,162,0,0,0,0,8,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Qara-e-Qoozi Clinic (1981),HF1981 - Qara-e-Qoozi Clinic,1981,BHC,37.16631063,70.5171344,HER-AF,MoPH,Yes,Solar Cable,Complete,Network,Staff,Yes,648,648,0,0,346,346,84,84,9,9,17,17,,,,,408,408,78,78,78,78,177,177,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Hafez Moghol Argo Clinic (2144),HF2144 - Hafez Moghol Argo Clinic,2144,BHC,37.0530099,70.41371985,HER-AF,MoPH,Yes,Generator Solar,Complete,Network,Staff_Clients,Yes,475,475,0,0,503,503,244,244,91,91,45,45,,,,,533,533,142,142,72,72,226,226,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Hafez Moghol Argo Clinic (2144),HF2144 - Hafez Moghol Argo Clinic,2144,BHC,37.0530099,70.41371985,HER-AF,MoPH,Yes,Cable Solar,Complete,Network,Staff,Yes,493,493,0,0,610,610,246,246,43,43,38,38,,,,,500,500,194,194,138,138,329,329,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Espingul SC (4282),HF4282 - Espingul SC,4282,SHC,36.9997331,70.6367589,HER-AF,Private,No,Cable,Unavailable,,,Yes,151,151,,,52,52,17,17,5,5,4,4,,,,,188,188,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Espingul SC (4282),HF4282 - Espingul SC,4282,SHC,36.9997331,70.6367589,HER-AF,Private,Yes,Solar,Complete,Network,Staff_Clients,Yes,227,227,,,120,120,67,67,11,11,12,12,,,,,187,187,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Argo,Espingul SC (4282),HF4282 - Espingul SC,4282,SHC,36.9997331,70.6367589,HER-AF,MoPH,Yes,Cable,Unavailable,,Staff,Yes,207,207,,,73,73,14,14,3,3,4,4,,,,,191,191,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Baharak,Baharak District Hospital (1167),HF1167 - Baharak District Hospital,1167,DH,37.0056728,70.9043966,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Network,Staff,Yes,2467,2467,6,6,822,822,349,349,248,248,162,162,12,12,24,24,629,629,249,249,235,235,266,266,2,2,0,8,0,0,6,6,2,2,0,0
AKF,AKF,Northern,Badakhshan,Baharak,Baharak District Hospital (1167),HF1167 - Baharak District Hospital,1167,DH,37.0056728,70.9043966,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Network,Staff,Yes,4394,4394,4,4,378,378,212,212,289,289,216,216,21,21,28,28,733,733,240,240,245,245,452,452,4,4,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Baharak,Arian SC (4264),HF4264 - Arian SC,4264,SHC,37.133655,70.809615,HER-AF,Private,No,Solar,Unavailable,,,Yes,140,140,,,42,42,25,25,1,1,2,2,,,,,58,58,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Baharak,Arian SC (4264),HF4264 - Arian SC,4264,SHC,37.133655,70.809615,HER-AF,Private,Yes,Solar,Complete,Network,,Yes,139,139,,,37,37,43,43,10,10,3,3,,,,,105,105,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Baharak,Arian SC (4264),HF4264 - Arian SC,4264,SHC,37.133655,70.809615,HER-AF,MoPH,Yes,Solar,Complete,Network,,Yes,173,173,,,57,57,21,21,6,6,5,5,,,,,112,112,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Shahre-e-Safa Clinic (0406),HF0406 - Shahre-e-Safa Clinic,406,CHC,36.9168362,70.3607903,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff_Clients,Yes,618,618,2,2,317,317,220,220,170,170,35,35,0,0,0,0,262,262,86,86,78,78,190,190,0,0,0,0,0,0,2,2,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Shahre-e-Safa Clinic (0406),HF0406 - Shahre-e-Safa Clinic,406,CHC,36.9168362,70.3607903,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,928,928,0,0,396,396,238,238,170,170,35,35,0,0,0,0,217,217,60,60,86,86,129,129,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Shahre-e-Safa Clinic (0406),HF0406 - Shahre-e-Safa Clinic,406,CHC,36.9168362,70.3607903,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,929,929,0,0,366,366,180,180,157,157,50,50,0,0,0,0,152,152,108,108,78,78,85,85,2,2,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Manji Ha SHC (2584),HF2584 - Manji Ha SHC,2584,SHC,36.818046,70.560529,HER-AF,MoPH,No,Cable,Unavailable,,Staff_Clients,Yes,305,305,,,89,89,51,51,6,6,12,12,,,,,144,144,9,9,14,14,41,41,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Manji Ha SHC (2584),HF2584 - Manji Ha SHC,2584,SHC,36.818046,70.560529,HER-AF,Community,No,Solar,Unavailable,,Staff_Clients,Yes,368,368,,,99,99,44,44,6,6,10,10,,,,,174,174,23,23,23,23,64,64,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Manji Ha SHC (2584),HF2584 - Manji Ha SHC,2584,SHC,36.818046,70.560529,HER-AF,Community,No,Solar,Partially,Network,,Yes,316,316,,,197,197,48,48,8,8,12,12,,,,,539,539,31,31,17,17,38,38,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Yamchyan SHC (2878),HF2878 - Yamchyan SHC,2878,SHC,36.8394579,70.4396029,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,244,244,,,97,97,11,11,3,3,7,7,,,,,482,482,22,22,29,29,34,34,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Yamchyan SHC (2878),HF2878 - Yamchyan SHC,2878,SHC,36.8394579,70.4396029,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,308,308,,,130,130,54,54,11,11,5,5,,,,,478,478,28,28,29,29,39,39,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Yamchyan SHC (2878),HF2878 - Yamchyan SHC,2878,SHC,36.8394579,70.4396029,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,316,316,,,197,197,48,48,8,8,12,12,,,,,539,539,31,31,17,17,38,38,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Khas Pack SHC (3017),HF3017 - Khas Pack SHC,3017,SHC,36.9218943,70.4388631,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,390,390,,,155,155,75,75,9,9,11,11,,,,,365,365,34,34,34,34,117,117,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Khas Pack SHC (3017),HF3017 - Khas Pack SHC,3017,SHC,36.9218943,70.4388631,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,435,435,,,154,154,64,64,10,10,15,15,,,,,372,372,38,38,35,35,120,120,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Khas Pack SHC (3017),HF3017 - Khas Pack SHC,3017,SHC,36.9218943,70.4388631,HER-AF,MoPH,Yes,Solar,Unavailable,,Staff_Clients,Yes,409,409,,,186,186,164,164,8,8,11,11,,,,,367,367,45,45,33,33,93,93,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Shahr-e-Saadat SHC (3053),HF3053 - Shahr-e-Saadat SHC,3053,SHC,37.002998,70.270691,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,330,330,,,404,404,154,154,28,20,21,21,,,,,429,429,66,66,88,88,90,90,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Shahr-e-Saadat SHC (3053),HF3053 - Shahr-e-Saadat SHC,3053,SHC,37.002998,70.270691,HER-AF,MoPH,Yes,,Complete,Well,Staff_Clients,Yes,359,359,,,380,380,140,140,23,23,21,21,,,,,406,406,67,67,42,42,54,54,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Shahr-e-Saadat SHC (3053),HF3053 - Shahr-e-Saadat SHC,3053,SHC,37.002998,70.270691,HER-AF,MoPH,Yes,Solar,Complete,Well,Staff_Clients,Yes,333,333,,,510,510,154,154,26,26,19,19,,,,,428,428,85,85,63,63,61,61,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Doaba SC (4281),HF4281 - Doaba SC,4281,SHC,36.8614446,70.4154351,HER-AF,Community,No,Solar,Unavailable,,,Yes,212,212,,,150,150,13,13,2,2,7,7,,,,,122,122,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Doaba SC (4281),HF4281 - Doaba SC,4281,SHC,36.8614446,70.4154351,HER-AF,Community,No,Solar,Unavailable,,,No,299,299,,,141,141,27,27,3,3,3,3,,,,,132,132,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darayem,Doaba SC (4281),HF4281 - Doaba SC,4281,SHC,36.8614446,70.4154351,HER-AF,Community,No,Solar,Unavailable,,,Yes,292,292,,,139,139,19,19,1,1,9,9,,,,,185,185,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),Mahemay Clinic (1565),HF1565 - Mahemay Clinic,1565,BHC,38.40593,71.04903,HER-AF,MoPH,Yes,Cable,Complete,Network,Staff_Clients,Yes,313,313,0,0,183,183,76,76,11,11,47,47,,,,,380,380,40,40,32,32,117,117,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),Jamroj Bala Clinic (2174),HF2174 - Jamroj Bala Clinic,2174,BHC,38.27743,71.32954,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,309,309,0,0,115,115,33,33,7,7,23,23,,,,,293,293,32,32,32,32,114,114,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),Tangsheyo SHC (2570),HF2570 - Tangsheyo SHC,2570,SHC,37.954674,71.199906,HER-AF,Private,No,Solar,Partially,Network,,Yes,133,133,,,34,34,12,12,2,2,3,3,,,,,112,112,9,9,13,13,41,41,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),Robat SC (4270),HF4270 - Robat SC,4270,SHC,38.311922,71.28227,HER-AF,Private,No,Solar Cable,Unavailable,,,Yes,143,143,,,54,54,10,10,1,1,9,9,,,,,93,93,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Bala (Mahemay),Robat SC (4270),HF4270 - Robat SC,4270,SHC,38.311922,71.28227,HER-AF,Private,No,Cable,Unavailable,,,Yes,143,143,,,54,54,10,10,1,1,9,9,,,,,93,93,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Payen (Nusai),Nusai CHC+ (1567),HF1567 - Nusai CHC+,1567,CHC+,38.44834,70.79277,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,506,506,0,0,286,286,113,113,30,30,19,19,10,10,11,11,371,371,85,85,84,84,154,154,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Payen (Nusai),Joy Dara SHC (2325),HF2325 - Joy Dara SHC,2325,SHC,38.28316,70.827225,HER-AF,Community,No,Cable,Partially,Network,,Yes,330,330,,,154,154,69,69,4,4,11,11,,,,,242,242,37,37,35,35,83,83,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Darwaz-e-Payen (Nusai),Khorkad SC (4268),HF4268 - Khorkad SC,4268,SHC,38.272935,70.927873,HER-AF,Private,No,Cable,Unavailable,,,Yes,207,207,,,93,93,38,38,6,6,6,6,,,,,190,190,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Eshkashem,Eshkashem CHC+ (0417),HF0417 - Eshkashem CHC+,417,CHC+,36.7040234,71.5660465,HER-AF,MoPH,Yes,Cable,Complete,Well,Staff_Clients,Yes,984,984,0,0,280,280,118,118,44,44,86,86,3,3,16,16,490,490,52,52,45,45,167,157,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Eshkashem,Eshkashem CHC+ (0417),HF0417 - Eshkashem CHC+,417,CHC+,36.7040234,71.5660465,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff_Clients,Yes,756,756,0,0,258,258,183,183,52,52,97,97,7,7,5,5,612,612,43,43,48,48,134,134,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Eshkashem,Eshkashem CHC+ (0417),HF0417 - Eshkashem CHC+,417,CHC+,36.7040234,71.5660465,HER-AF,MoPH,Yes,Cable Solar Generator,Complete,Network,Staff_Clients,Yes,1185,1185,2,2,307,307,123,123,39,39,138,138,6,6,8,8,488,488,36,36,37,37,125,125,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Eshkashem,Gharan SC (2568),HF2568 - Gharan SC,2568,SHC,37.216271,71.4558831,HER-AF,Private,No,Solar,Unavailable,,,Yes,126,126,,,43,43,24,24,4,4,8,8,,,,,108,108,6,6,4,4,30,30,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Eshkashem,Gharan SC (2568),HF2568 - Gharan SC,2568,SHC,37.216271,71.4558831,HER-AF,Private,No,Solar,Unavailable,,,Yes,134,134,,,47,47,9,9,1,1,13,13,,,,,120,120,8,8,6,6,30,30,0,0,0,0,,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Ustad Burhanuddin Rabani Shaheed Hospital (0403),HF0403 - Ustad Burhanuddin Rabani Shaheed Hospital,403,PH,37.1146923,70.5672098,HER-AF,MoPH,Yes,Generator Cable,Complete,Well,Staff_Clients,Yes,3873,3873,8,8,812,812,792,792,737,737,502,502,220,220,179,179,2910,2910,186,186,193,193,165,165,0,0,2,2,2,0,18,18,17,17,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Ustad Burhanuddin Rabani Shaheed Hospital (0403),HF0403 - Ustad Burhanuddin Rabani Shaheed Hospital,403,PH,37.1146923,70.5672098,HER-AF,MoPH,Yes,Cable Generator,Complete,Network Well,Staff_Clients,Yes,559,559,6,6,952,952,853,853,590,590,588,588,233,233,234,234,1296,1296,226,226,232,232,310,310,5,5,1,0,2,2,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Langar Clinic (1561),HF1561 - Langar Clinic,1561,BHC,37.2608615,70.6017988,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,244,244,0,0,98,98,65,65,12,12,13,13,,,,,305,305,29,29,24,24,58,58,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Langar Clinic (1561),HF1561 - Langar Clinic,1561,BHC,37.2608615,70.6017988,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,334,334,0,0,76,76,21,21,5,5,7,7,,,,,292,292,47,47,49,49,169,169,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Gazan Clinic (1978),HF1978 - Gazan Clinic,1978,BHC,37.154148,70.63407,HER-AF,MoPH,No,Solar,Unavailable,,Staff_Clients,Yes,412,412,0,0,137,137,60,60,12,12,12,12,,,,,147,147,21,21,19,19,74,74,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Gazan Clinic (1978),HF1978 - Gazan Clinic,1978,BHC,37.154148,70.63407,HER-AF,MoPH,Yes,Solar,Complete,Trucking,Staff_Clients,Yes,251,251,0,0,92,92,57,57,9,9,5,5,,,,,206,206,22,22,10,10,57,57,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Gazan Clinic (1978),HF1978 - Gazan Clinic,1978,BHC,37.154148,70.63407,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,311,311,0,0,88,88,23,23,3,3,6,6,,,,,205,205,18,18,12,12,50,50,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Layaba Clinic (1979),HF1979 - Layaba Clinic,1979,BHC,36.92497997,68.81759618,HER-AF,MoPH,Yes,Solar Generator,Complete,Network,Staff,Yes,200,200,0,0,153,153,27,27,3,3,15,15,,,,,168,168,28,28,19,19,50,50,0,0,0,0,0,0,3,3,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Layaba Clinic (1979),HF1979 - Layaba Clinic,1979,BHC,36.92497997,68.81759618,HER-AF,MoPH,Yes,Solar,Complete,Trucking,Staff_Clients,Yes,270,270,0,0,159,159,28,28,4,4,9,9,,,,,179,179,33,33,22,22,76,76,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Layaba Clinic (1979),HF1979 - Layaba Clinic,1979,BHC,36.92497997,68.81759618,HER-AF,MoPH,Yes,Solar,Complete,Well Network,Staff_Clients,Yes,193,193,0,0,176,176,33,33,9,9,12,12,,,,,238,238,32,32,33,33,90,90,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Nahiya-e-Se Clinic (1980),HF1980 - Nahiya-e-Se Clinic,1980,BHC,37.10633495,70.5872659,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff,Yes,501,501,0,0,160,160,21,21,1,1,21,21,,,,,335,335,38,38,22,22,52,52,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Nahiya-e-Se Clinic (1980),HF1980 - Nahiya-e-Se Clinic,1980,BHC,37.10633495,70.5872659,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,501,501,0,0,160,160,21,21,1,1,21,21,,,,,335,335,38,38,22,22,52,52,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Nahiya-e-Se Clinic (1980),HF1980 - Nahiya-e-Se Clinic,1980,BHC,37.10633495,70.5872659,HER-AF,MoPH,Yes,Cable,Partially,Network Well,Staff_Clients,Yes,595,595,0,0,156,156,25,25,4,4,18,18,,,,,322,322,24,24,24,24,46,46,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Nahiya-e-Se Clinic (1980),HF1980 - Nahiya-e-Se Clinic,1980,BHC,37.10633495,70.5872659,HER-AF,MoPH,Yes,Solar,Partially,Trucking,Staff_Clients,Yes,516,516,0,0,184,184,21,21,2,2,10,10,,,,,369,369,31,31,36,36,61,61,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Talbuzank Clinic (1987),HF1987 - Talbuzank Clinic,1987,BHC,37.215057,70.553222,HER-AF,MoPH,Yes,Solar Generator,Unavailable,,Staff,Yes,265,265,0,0,83,83,30,30,4,4,5,5,,,,,270,270,12,12,21,21,61,61,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Talbuzank Clinic (1987),HF1987 - Talbuzank Clinic,1987,BHC,37.215057,70.553222,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,196,196,0,0,102,102,45,45,6,6,7,7,,,,,210,210,33,33,27,27,44,44,0,0,0,0,0,0,0,0,0,0,0,0
AKF,AKF,Northern,Badakhshan,Fayzabad (Badakhshan),Talbuzank Clinic (1987),HF1987 - Talbuzank Clinic,1987,BHC,37.215057,70.553222,HER-AF,MoPH,Yes,Solar,Complete,Network,Staff_Clients,Yes,429,429,0,0,116,116,20,20,3,3,8,8,,,,,263,263,21,21,18,18,65,65,0,0,0,0,0,0,0,0,0,0,0,0
